Entry Date,Stream Type,Gender,Nationality,Department,Student Name,Caste,Enrollment Id,Graduation Type,Year Of Study,Hostel,Discontinued,Moved Between Department,Is Retained,Has Graduated,CGPA,Has Arrears,State,Rca For Discontinued,Discontinued Flag,Retained Flag,Moved Between Department Flag
2017-01-01,SFS,Male,Indian,Tamil,SHASHI GAJWANI,OBC,Student02751,UG,Final Year,Day Scholar,,,,Yes,3.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHASHI KAPOOR,OBC,Student02752,UG,Final Year,Day Scholar,,,,,9.5,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHASHI PAL,OBC,Student02753,UG,Final Year,Day Scholar,,,,Yes,8.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHASHI RANJAN,OBC,Student02754,UG,Final Year,Day Scholar,,,,Yes,3.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHASHI SHEKHAR,SC,Student02755,UG,Final Year,Day Scholar,,,,Yes,4.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHASHI SUDIGALA,BC,Student02756,UG,Final Year,Day Scholar,,,,,6.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHASHILAL K. NAIR,ST,Student02757,UG,Final Year,Day Scholar,,,,Yes,3.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHATRUJIT PAUL,OBC,Student02758,UG,Final Year,Day Scholar,,,,Yes,8.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHAUKAT HUSSAIN RIZVI,OBC,Student02759,UG,Final Year,Day Scholar,,,,,3.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHAUNAK SEN,BC,Student02760,UG,Final Year,Day Scholar,,,,Yes,7.1,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHAURYA SINGH,BC,Student02761,UG,Final Year,Day Scholar,,,,Yes,7.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHEERSHAK ANAND,BC,Student02762,UG,Final Year,Day Scholar,,,,Yes,8.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHEFALI SHAH,BC,Student02763,UG,Final Year,Day Scholar,,,,Yes,7.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHEHZAD KHAN,BC,Student02764,UG,Final Year,Hostel,,,,,5.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHEIKH FATTELAL,SC,Student02765,UG,Final Year,Day Scholar,,,,Yes,6.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHEKHAR GHOSH,SC,Student02766,UG,Final Year,Day Scholar,,,,,8.4,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHEKHAR KAPUR,ST,Student02767,UG,Final Year,Day Scholar,,,,Yes,8.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHEKHAR S. JHA,BC,Student02768,UG,Final Year,Day Scholar,,,,Yes,6.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHITIZ SRIVASTAVA,OBC,Student02785,PG,Final Year,Day Scholar,,,,Yes,6.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIV HARE,OBC,Student02786,PG,Final Year,Day Scholar,,,,,7.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIV KUMAR,OBC,Student02787,PG,Final Year,Day Scholar,,,,Yes,4.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIV KUMAR PATHAK,OBC,Student02788,PG,Final Year,Day Scholar,,,,Yes,8.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIVA,OBC,Student02789,PG,Final Year,Day Scholar,,,,,5.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIVA NARAAIN,BC,Student02790,PG,Final Year,Day Scholar,,,,Yes,7.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIVA SHAKTI DATTA,ST,Student02791,PG,Final Year,Day Scholar,,,,Yes,4.1,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIVAJEE CHANDRABHUSHAN,OBC,Student02792,PG,Final Year,Day Scholar,,,,Yes,9.5,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIVAJI GANESAN,BC,Student02793,PG,Final Year,Day Scholar,,,,,5.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIVAJI LOTAN PATIL,BC,Student02794,PG,Final Year,Day Scholar,,,,Yes,5.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIVAKUMAR,BC,Student02795,PG,Final Year,Day Scholar,,,,Yes,4.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIVAM NAIR,ST,Student02796,PG,Final Year,Day Scholar,,,,,5.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIVAM TIWARI,BC,Student02797,PG,Final Year,Day Scholar,,,,Yes,8.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIVENDRA SINGH DUNGARPUR,Others,Student02798,PG,Final Year,Day Scholar,,,,Yes,5.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHIVRAM YADAV,OBC,Student02799,PG,Final Year,Day Scholar,,,,Yes,5.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHOBHNA SAMARTH,OBC,Student02800,PG,Final Year,Day Scholar,,,,Yes,6.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHOIB NIKASH SHAH,SC,Student02801,PG,Final Year,Day Scholar,,,,Yes,9.5,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHOMA ANAND,BC,Student02802,PG,Final Year,Day Scholar,,,,Yes,9.4,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHOME MAKHIJA,BC,Student02803,PG,Final Year,Day Scholar,,,,Yes,3.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHOMU MUKHERJEE,BC,Student02804,PG,Final Year,Hostel,,,,Yes,9.4,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHONA URVASHI,MBC,Student02805,PG,Final Year,Day Scholar,,,,Yes,4.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHONALI BOSE,ST,Student02806,PG,Final Year,Day Scholar,,,,Yes,3.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHOOJIT SIRCAR,Others,Student02807,PG,Final Year,Day Scholar,,,,Yes,7.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHORYA VEER SAAGAR,OBC,Student02808,PG,Final Year,Day Scholar,,,,Yes,4.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHRABANI DEODHAR,OBC,Student02809,PG,Final Year,Day Scholar,,,,Yes,9.7,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHRAVAN KATIKANENI,OBC,Student02810,PG,Final Year,Day Scholar,,,,Yes,7.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHRAVANKUMAR TIWARI,OBC,Student02811,PG,Final Year,Day Scholar,,,,Yes,6.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHREE NARAYAN SINGH,OBC,Student02812,PG,Final Year,Day Scholar,,,,Yes,3.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHREE NATH PATANKAR,BC,Student02813,PG,Final Year,Day Scholar,,,,Yes,9.4,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHRIRANG DHHAVALE,BC,Student02814,PG,Final Year,Day Scholar,,,,Yes,9.1,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHRIVAS NYDU,BC,Student02815,PG,Final Year,Day Scholar,,,,Yes,4.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHUBHRADEEP CHAKRAVORTY,BC,Student02816,PG,Final Year,Day Scholar,,,,Yes,6.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHUJA ALI,BC,Student02817,PG,Final Year,Day Scholar,,,,Yes,6.1,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHYAM BENEGAL,BC,Student02818,PG,Final Year,Day Scholar,,,,Yes,8.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHYAM GUPTA,BC,Student02819,PG,Final Year,Day Scholar,,,,Yes,8.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Male,Indian,Tamil,SHYAM KUMAR,ST,Student02820,PG,Final Year,Day Scholar,,,,,4.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BASAVESHWARI,SC,Student05559,UG,Final Year,Day Scholar,,,,Yes,6.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BHAANUJA,SC,Student05560,UG,Final Year,Day Scholar,,,,Yes,7.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BHAANUSHRI,BC,Student05561,UG,Final Year,Day Scholar,,,,Yes,5.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BHAGIRATHI,BC,Student05562,UG,Final Year,Day Scholar,,,,,9.3,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BHAMINI,BC,Student05563,UG,Final Year,Day Scholar,,,,Yes,7.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BHANUSRI,BC,Student05564,UG,Final Year,Day Scholar,,,,Yes,5.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BHAVANA,BC,Student05565,UG,Final Year,Day Scholar,,,,,3.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BHAVANYA,BC,Student05566,UG,Final Year,Hostel,,,,,6.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BHIMANSHI,BC,Student05567,UG,Final Year,Day Scholar,,,,Yes,7.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BHOMI,SC,Student05568,UG,Final Year,Day Scholar,,,,Yes,7.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BHOOMIKA,ST,Student05569,UG,Final Year,Day Scholar,,,,Yes,9.2,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BHUMIKA,OBC,Student05570,UG,Final Year,Day Scholar,,,,Yes,4.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BIMBIKA,OBC,Student05571,UG,Final Year,Day Scholar,,,,,7.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BINDI,OBC,Student05572,UG,Final Year,Day Scholar,,,,Yes,6.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BIPASHA,SC,Student05573,UG,Final Year,Day Scholar,,,,Yes,4.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BOBITA,SC,Student05574,UG,Final Year,Day Scholar,,,,Yes,4.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHAARUNETRA,BC,Student05575,UG,Final Year,Day Scholar,,,,Yes,9.4,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHADNA,BC,Student05576,UG,Final Year,Hostel,,,,Yes,5.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHAITNA,BC,Student05577,UG,Final Year,Day Scholar,,,,,3.1,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHAKORI,ST,Student05578,UG,Final Year,Day Scholar,,,,Yes,4.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHAMAN,ST,Student05579,UG,Final Year,Day Scholar,,,,Yes,4.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHAMUNDA,BC,Student05580,UG,Final Year,Day Scholar,,,,Yes,5.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHANDA,Others,Student05581,UG,Final Year,Day Scholar,,,,,9.3,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHANDAVATI,OBC,Student05582,UG,Final Year,Day Scholar,,,,Yes,7.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHANDRABALA,OBC,Student05583,UG,Final Year,Day Scholar,,,,,4.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHANDRAJYOTI,OBC,Student05584,UG,Final Year,Day Scholar,,,,Yes,9.6,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHARMANVATI,MBC,Student05585,UG,Final Year,Day Scholar,,,,Yes,7.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHARUSHEELA,OBC,Student05586,UG,Final Year,Day Scholar,,,,Yes,3.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHARUSILA,OBC,Student05587,UG,Final Year,Day Scholar,,,,Yes,3.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHATURIKA,OBC,Student05588,UG,Final Year,Day Scholar,,,,,5.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHEERANJEEVINI,OBC,Student05589,UG,Final Year,Day Scholar,,,,Yes,6.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,CHINMAYEE,SC,Student05590,UG,Final Year,Day Scholar,,,,Yes,4.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,DESHAL,OBC,Student05599,PG,Final Year,Hostel,,,,,7.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,DEVAKALI,SC,Student05600,PG,Final Year,Day Scholar,,,,Yes,5.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,DEVAVARNINI,BC,Student05601,PG,Final Year,Day Scholar,,,,Yes,3.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,DEVI,OBC,Student05602,PG,Final Year,Day Scholar,,,,Yes,3.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,DHANYATA,BC,Student05603,PG,Final Year,Day Scholar,,,,,4.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,DHARNITHA,MBC,Student05604,PG,Final Year,Day Scholar,,,,Yes,3.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,DHIYA,MBC,Student05605,PG,Final Year,Day Scholar,,,,Yes,5.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,DIVITA,OBC,Student05606,PG,Final Year,Day Scholar,,,,,9.4,,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,DRISHANA,BC,Student05607,PG,Final Year,Day Scholar,,,,Yes,8.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAILESH VERMA,BC,Student02713,UG,Final Year,Day Scholar,,,,Yes,5.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAKEEL NOORANI,MBC,Student02714,UG,Final Year,Hostel,,,,,4.6,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAKEEL S. SAIFEE,OBC,Student02715,UG,Final Year,Day Scholar,,,,Yes,4.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAKEELA,BC,Student02716,UG,Final Year,Day Scholar,,,,Yes,3.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAKEELA BANOO,Others,Student02717,UG,Final Year,Day Scholar,,,,Yes,6.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAKIL. S. SAIFEE,BC,Student02718,UG,Final Year,Day Scholar,,,,Yes,8.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAKILA,OBC,Student02719,UG,Final Year,Day Scholar,,,,,8.2,,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAKTI KAPOOR,BC,Student02720,UG,Final Year,Day Scholar,,,,Yes,8.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAKTI SAMANTA,BC,Student02721,UG,Final Year,Day Scholar,,,,Yes,5.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAKTI SHANKAR JAJU,Others,Student02722,UG,Final Year,Day Scholar,,,,Yes,8.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAKUN BATRA,OBC,Student02723,UG,Final Year,Day Scholar,,,,Yes,6.6,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAKUNTALA PARANJPYE,OBC,Student02724,UG,Final Year,Day Scholar,,,,Yes,3.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAMAS NAWAB SIDDIQUI,OBC,Student02725,UG,Final Year,Day Scholar,,,,,4.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAMIM BHAGAT,BC,Student02726,UG,Final Year,Day Scholar,,,,Yes,7.6,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAMMI CHHABRA,BC,Student02728,UG,Final Year,Day Scholar,,,,Yes,4.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHAMMI KAPOOR,ST,Student02729,UG,Final Year,Day Scholar,,,,Yes,8.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHANKAR MUKHERJEE,Others,Student02730,UG,Final Year,Day Scholar,,,,,9.3,,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHANKAR SRI KUMAR,BC,Student02731,UG,Final Year,Day Scholar,,,,Yes,5.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHANKER RAMAN,BC,Student02732,UG,Final Year,Hostel,,,,Yes,9.1,,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHANKHADEEP,MBC,Student02733,UG,Final Year,Day Scholar,,,,Yes,6.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHANTANU ANANT TAMBE,MBC,Student02734,UG,Final Year,Day Scholar,,,,Yes,7.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHANTARAM ATHAVALE,MBC,Student02735,UG,Final Year,Day Scholar,,,,Yes,7.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHANTARAM RAJARAM VANKUDRE,SC,Student02736,UG,Final Year,Day Scholar,,,,,4.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHANTI KUMAR,SC,Student02737,UG,Final Year,Hostel,,,,Yes,3.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHANTILAL SONI,ST,Student02738,UG,Final Year,Day Scholar,,,,Yes,4.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHEKHAR SIRRINN,BC,Student02769,PG,Final Year,Day Scholar,,,,Yes,9.1,,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHEKKHAR SURI,BC,Student02770,PG,Final Year,Day Scholar,,,,,5.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHELLY CHOPRA DHAR,BC,Student02771,PG,Final Year,Day Scholar,,,,Yes,6.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHENPENN KHYMSAR,BC,Student02772,PG,Final Year,Day Scholar,,,,Yes,4.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHER JUNG SINGH,OBC,Student02773,PG,Final Year,Day Scholar,,,,Yes,6.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHERLYN CHOPRA,BC,Student02774,PG,Final Year,Day Scholar,,,,Yes,3.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHESHAGIRI YELAMELI,BC,Student02775,PG,Final Year,Hostel,,,,Yes,4.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHIBU MITRA,BC,Student02776,PG,Final Year,Day Scholar,,,,,6.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHIKHA DEWAN,BC,Student02777,PG,Final Year,Day Scholar,,,,Yes,9.2,,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHIKHA TRIVEDI,BC,Student02778,PG,Final Year,Day Scholar,,,,Yes,7.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHILPA RANADE,MBC,Student02779,PG,Final Year,Day Scholar,,,,Yes,7.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHIMIT AMIN,BC,Student02780,PG,Final Year,Day Scholar,,,,Yes,5.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHINE KRISHNA,BC,Student02781,PG,Final Year,Day Scholar,,,,Yes,5.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHIRAZ HENRY,SC,Student02782,PG,Final Year,Day Scholar,,,,Yes,8.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHIREESH SHARMA,Others,Student02783,PG,Final Year,Hostel,,,,Yes,9.1,,Tamil Nadu,,0,0,0
2018-01-01,SFS,Male,Indian,Tamil,SHIROE BROTHERS,OBC,Student02784,PG,Final Year,Day Scholar,,,,,3.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Female,Indian,Tamil,ANERI,Others,Student05539,UG,Final Year,Day Scholar,,,,Yes,8.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Female,Indian,Tamil,ANJUSHREE,OBC,Student05540,UG,Final Year,Day Scholar,,,,Yes,8.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Female,Indian,Tamil,ANKOLIKA,BC,Student05541,UG,Final Year,Day Scholar,,,,Yes,4.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Female,Indian,Tamil,ANSHULA,BC,Student05542,UG,Final Year,Hostel,,,,,8.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Female,Indian,Tamil,ANUDHYA,BC,Student05543,UG,Final Year,Day Scholar,,,,Yes,9.3,,Tamil Nadu,,0,0,0
2018-01-01,SFS,Female,Indian,Tamil,ANUPAMA,ST,Student05544,UG,Final Year,Day Scholar,,,,Yes,3.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Female,Indian,Tamil,ANUROOPA,OBC,Student05545,UG,Final Year,Day Scholar,,,,,4.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,SFS,Female,Indian,Tamil,ANVITA,SC,Student05546,UG,Final Year,Day Scholar,,,,Yes,9.1,,Tamil Nadu,,0,0,0
